feature_set,feature_count,C,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_brier,train_cv_gap,final_test_accuracy,final_test_precision,final_test_recall,final_test_f1,final_test_roc_auc,final_test_pr_auc,final_test_brier
all_features,38,0.03,0.7711666666666667,0.7921453251403024,0.9352833312597498,0.8577777786082177,0.7678619732915107,0.8926509031954233,0.158177514310549,0.007552753650079014,0.781,0.7961201977938379,0.9453477868112015,0.8643402849473467,0.7785156223063504,0.8974029292088654,0.15405429246203975
